name,center_x,center_y
AI_12_B,106.77233813181982,-6.105170175799743
AI_12_D,106.7723530014152,-6.109691140366058
AJ_12_B,106.77236788222557,-6.114212104138063
AJ_12_D,106.77238277425141,-6.118733067115177
AK_12_B,106.7723976774932,-6.123254029296818
AK_12_D,106.77241259195137,-6.127774990682411
AL_12_B,106.7724275176264,-6.132295951271371
AL_12_D,106.77244245451877,-6.136816911063122
AI_13_A,106.77685478307131,-6.105155278700253
AI_13_C,106.77686969051203,-6.109676232154349
AJ_13_A,106.7768846091963,-6.114197184813956
AJ_13_C,106.77689953912457,-6.118718136678494
AK_13_A,106.77691448029732,-6.123239087747381
AK_13_C,106.77692943271502,-6.127760038020041
AL_13_A,106.77694439637811,-6.132280987495889
AL_13_C,106.7769593712871,-6.136801936174348
AI_13_B,106.78137142307973,-6.105140343733416
AI_13_D,106.78138636836533,-6.1096612860470465
AJ_13_B,106.781401324923,-6.114182227566011
AJ_13_D,106.78141629275324,-6.118703168289725
AK_13_B,106.7814312718565,-6.12322410821761
AK_13_D,106.78144626223325,-6.127745047349088
AL_13_B,106.78146126388395,-6.132265985683577
AL_13_D,106.78147627680909,-6.1367869232204955
AI_14_C,106.78590303494653,-6.1096463020446174
AJ_14_A,106.78591802937717,-6.114167232394689
AJ_14_C,106.7859330351089,-6.118688161949337
AK_14_A,106.7859480521422,-6.123209090707971
AK_14_C,106.78596308047754,-6.1277300186700225
AL_14_A,106.78597812011537,-6.132250945834901
AL_14_C,106.78599317105619,-6.136771872202032
AG_14_D,106.79035967430165,-6.091547595591298
AH_14_B,106.7903746612909,-6.096068517920863
AH_14_D,106.79038965960791,-6.100589439457142
AI_14_B,106.79040466925315,-6.105110360199558
AI_14_D,106.7904196902271,-6.1096312801475205
AJ_14_B,106.79043472253022,-6.11415219930046
AJ_14_D,106.79044976616298,-6.1186731176577895
AK_14_B,106.79046482112587,-6.123194035218931
AK_14_D,106.79047988741932,-6.127714951983304
AL_14_B,106.79049496504382,-6.132235867950326
AL_14_D,106.79051005399984,-6.136756783119422
AG_15_C,106.79487616705038,-6.091532580699726
AH_15_A,106.79489119179749,-6.096053491804629
AH_15_C,106.79490622790088,-6.1005744021160675
AI_15_A,106.79492127536106,-6.105095311633462
AI_15_C,106.7949363341785,-6.109616220356226
AJ_15_A,106.79495140435363,-6.114137128283783
AJ_15_C,106.79496648588697,-6.118658035415552
AK_15_A,106.79498157877894,-6.123178941750951
AK_15_C,106.79499668303004,-6.127699847289402
AL_15_A,106.79501179864074,-6.132220752030323
AL_15_C,106.79502692561151,-6.1367416559731325
AH_15_B,106.79940771094775,-6.0960384278793915
AH_15_D,106.79942278483709,-6.100559326937747
AI_15_B,106.79943787011175,-6.105080225201876
AI_15_D,106.79945296677218,-6.1096011226711955
AJ_15_B,106.79946807481886,-6.1141220193451264
AJ_15_D,106.79948319425229,-6.1186429152230914
AK_15_B,106.7994983250729,-6.1231638103045025
AK_15_D,106.79951346728119,-6.127684704588786
AL_15_B,106.79952862087761,-6.132205598075355
AL_15_D,106.79954378586264,-6.136726490763635
AH_16_A,106.80392421871319,-6.09602332614562
AH_16_C,106.80393933038799,-6.100544213922648
AI_16_A,106.80395445347663,-6.105065100905269
AI_16_C,106.80396958797961,-6.109585987092898
AJ_16_A,106.80398473389737,-6.114106872484961
AJ_16_C,106.80399989123042,-6.118627757080874
AK_16_A,106.80401505997919,-6.123148640880051
AK_16_C,106.80403024014417,-6.12766952388192
AL_16_A,106.80404543172584,-6.132190406085895
AL_16_C,106.80406063472468,-6.136711287491395
AI_16_D,106.80848619777224,-6.109570813621803
AJ_16_B,106.8085013815606,-6.114091687703753
AJ_16_D,106.8085165767928,-6.118612560989368
AK_16_B,106.80853178346926,-6.123133433478069
AK_16_D,106.80854700159048,-6.127654305169277
AL_16_B,106.80856223115694,-6.13217517606241
AL_16_D,106.80857747216909,-6.136696046156888
AJ_17_C,106.81303325091089,-6.118597326949047
AK_17_A,106.81304849551456,-6.123118188099026
AK_17_C,106.81306375159156,-6.127639048451329
AL_17_A,106.81307901914231,-6.132159908005374
AL_17_C,106.81309429816733,-6.1366807667605805
AJ_17_B,106.81753464252711,-6.114061204380089
AJ_17_D,106.81754991355616,-6.118582054960381
AK_17_B,106.81756519608659,-6.1231029047433925
AK_17_D,106.81758049011886,-6.127623753728547
AL_17_B,106.81759579565345,-6.132144601915258
AL_17_D,106.81761111269083,-6.1366654493029476
AJ_18_A,106.8220512557733,-6.114045905838579
AJ_18_C,106.82206656470008,-6.118566745023843
AK_18_A,106.82208188515676,-6.123087583411642
AK_18_C,106.82209721714382,-6.127608421001402
AL_18_A,106.82211256066176,-6.132129257792536
AL_18_C,106.82212791571104,-6.136650093784465
AJ_18_B,106.82656785749006,-6.114030569377916
AJ_18_D,106.82658320431409,-6.118551397139909
AK_18_B,106.82659856269655,-6.123072224104253
AK_18_D,106.82661393263794,-6.127593050270375
AL_18_B,106.82662931413876,-6.132113875637685
AL_18_D,106.82664470719945,-6.136634700205607
AJ_19_C,106.83109983236963,-6.11853601130905
AK_19_A,106.8311152286774,-6.1230568268216965
AK_19_C,106.83113063657265,-6.127577641535936
AL_19_A,106.83114605605584,-6.132098455451179
AL_19_C,106.83116148712747,-6.136619268566851
AK_19_B,106.8356318830708,-6.123041391564452
AK_19_D,106.8356473289194,-6.127562194798563
AL_19_B,106.83566278638452,-6.132082997233498
AL_19_D,106.83567825546659,-6.136603798868673
AK_20_A,106.84014852584818,-6.123025918332994
AK_20_C,106.84016400964968,-6.127546710058737
AL_20_A,106.84017950509622,-6.132067500985117
AL_20_C,106.84019501218827,-6.136588291111553
AJ_20_D,106.84464964690018,-6.1184896261397075
AK_20_B,106.84466515698101,-6.123010407127803
AK_20_D,106.84468067873492,-6.1275311873169365
AL_20_B,106.84469621216239,-6.132051966706519
AL_20_D,106.84471175726394,-6.136572745295972
AJ_21_C,106.84916622843654,-6.118474088525932
AK_21_A,106.84918177644073,-6.1229948579493625
AK_21_C,106.84919733614656,-6.12751562657364
AL_21_A,106.8492129075545,-6.132036394398182
AL_21_C,106.84922849066506,-6.1365571614224095
AI_21_D,106.85365166160615,-6.1094169949109
AJ_21_B,106.85366722407436,-6.113937754338353
AJ_21_D,106.85368279827175,-6.11845851296763
AK_21_B,106.85369838419884,-6.122979270798149
AK_21_D,106.8537139818561,-6.127500027829332
AL_21_B,106.85372959124402,-6.132020784060593
AL_21_D,106.85374521236308,-6.136541539491348
AI_22_C,106.85816814395247,-6.10940140465029
AJ_22_A,106.858183744286,-6.113922152456966
AJ_22_C,106.85819935637727,-6.118442899465278
AK_22_A,106.85821498022676,-6.122963645674648
AK_22_C,106.85823061583498,-6.127484391084492
AL_22_A,106.85824626320237,-6.132005135694228
AL_22_C,106.85826192232949,-6.136525879503274
AI_22_D,106.86268461454154,-6.109385776502597
AJ_22_B,106.86270025273991,-6.113906512660255
AJ_22_D,106.86271590272456,-6.1184272480193655
AK_22_B,106.86273156449599,-6.122947982579343
AK_22_D,106.86274723805465,-6.127468716339608
AL_22_B,106.86276292340106,-6.131989449299579
AL_22_D,106.8627786205357,-6.13651018145867
AI_23_C,106.86720107334479,-6.109370110468303
AJ_23_A,106.86721674940753,-6.1138908349487044
AJ_23_C,106.8672324372851,-6.118411558630372
AK_23_A,106.86724813697795,-6.122932281512718
AK_23_C,106.86726384848659,-6.127453003595164
AL_23_A,106.86727957181152,-6.131973724877126
AL_23_C,106.86729530695321,-6.1364944453580215
AI_23_B,106.87170181824999,-6.104833692974651
AI_23_D,106.87171752033375,-6.109354406547895
AJ_23_B,106.87173323426036,-6.113875119322802
AJ_23_D,106.87174896003032,-6.118395831298784
AK_23_B,106.87176469764412,-6.1229165424752585
AK_23_D,106.87178044710225,-6.127437252851646
AL_23_B,106.87179620840519,-6.131957962427358
AL_23_D,106.87181198155345,-6.136478671201816
AH_24_A,106.87618677133625,-6.0957765568295015
AH_24_C,106.87620248751354,-6.100297260264512
AI_24_A,106.87621821556124,-6.104817962902159
AI_24_C,106.87623395547985,-6.109338664741859
AJ_24_A,106.87624970726984,-6.113859365783031
AJ_24_C,106.87626547093171,-6.11838006602509
AK_24_A,106.87628124646596,-6.122900765467454
AK_24_C,106.87629703387309,-6.12742146410954
AL_24_A,106.87631283315355,-6.1319421619507635
AL_24_C,106.87632864430789,-6.136462858990544
AH_24_B,106.88070308119347,-6.0957608124231095
AH_24_D,106.88071883514806,-6.1002815040967135
AI_24_B,106.88073460100158,-6.104802194972764
AI_24_D,106.88075037875454,-6.10932288505068
AJ_24_B,106.88076616840742,-6.11384357432988
AJ_24_D,106.88078196996072,-6.118364262809778
AK_24_B,106.88079778341495,-6.122884950489789
AK_24_D,106.88081360877055,-6.127405637369337
AL_24_B,106.88082944602807,-6.131926323447832
AL_24_D,106.88084529518798,-6.1364470087246925
AH_25_A,106.88521937915226,-6.095745030216777
AH_25_C,106.88523517088363,-6.100265710100737
AI_25_A,106.88525097454249,-6.104786389186955
AI_25_C,106.88526679012931,-6.10930706747485
AJ_25_A,106.88528261764459,-6.113827744963837
AJ_25_C,106.88529845708882,-6.118348421653336
AK_25_A,106.88531430846251,-6.122869097542759
AK_25_C,106.88533017176613,-6.127389772631527
AL_25_A,106.8853460470002,-6.1319104469190515
AL_25_C,106.88536193416519,-6.136431120404754
AH_25_B,106.88973566518405,-6.0957292102109895
AH_25_D,106.88975149469174,-6.1002498782770695
AI_25_B,106.88976733615543,-6.10477054554522
AI_25_D,106.88978318957561,-6.109291212014855
AJ_25_B,106.8897990549528,-6.113811877685395
AJ_25_D,106.88981493228748,-6.118332542556256
AK_25_B,106.88983082158015,-6.12285320662685
AK_25_D,106.88984672283128,-6.1273738698966
AL_25_B,106.88986263604139,-6.131894532364915
AL_25_D,106.88987856121098,-6.136415194031218
AH_26_A,106.89425193926033,-6.09571335240624
AH_26_C,106.89426780654382,-6.100234008626204
AI_26_A,106.89428368581187,-6.104754664048049
AI_26_C,106.89429957706494,-6.109275318671189
AJ_26_A,106.89431548030353,-6.113795972495044
AJ_26_C,106.89433139552816,-6.118316625519027
AK_26_A,106.89434732273928,-6.122837277742556
AK_26_C,106.89436326193744,-6.127357929165046
AL_26_A,106.8943792131231,-6.131878579785916
AL_26_C,106.89439517629678,-6.136399229604581
AF_26_D,106.89872055824954,-6.082135518982158
AG_26_B,106.89873642727214,-6.086656165719198
AG_26_D,106.89875230830631,-6.091176811659679
AH_26_B,106.89876820135257,-6.095697456803019
AH_26_D,106.89878410641138,-6.100218101148631
AI_26_B,106.89880002348328,-6.1047387446959345
AI_26_D,106.89881595256873,-6.109259387444341
AJ_26_B,106.89883189366823,-6.113780029393275
AJ_26_D,106.8988478467823,-6.118300670542144
AK_26_B,106.89886381191143,-6.122821310890368
AK_26_D,106.8988797890561,-6.127341950437364
AL_26_B,106.89889577821683,-6.131862589182546
AL_26_D,106.8989117793941,-6.136383227125333
AF_27_C,106.90323669517589,-6.082119621287572
AG_27_A,106.90325260188773,-6.086640256122597
AG_27_B,106.90326852063967,-6.091160890160873
AH_27_A,106.90328445143223,-6.095681523401815
AH_27_C,106.90330039426587,-6.100202155844843
AI_27_A,106.90331634914112,-6.104722787489369
AI_27_C,106.90333231605845,-6.109243418334808
AJ_27_A,106.90334829501838,-6.113764048380582
AJ_27_C,106.9033642860214,-6.118284677626102
AK_27_A,106.90338028906801,-6.1228053060707825
AK_27_C,106.9033963041587,-6.1273259337140455
AL_27_A,106.90341233129399,-6.131846560555303
AL_27_C,106.90342837047436,-6.136367186593972
AF_27_D,106.90775282006265,-6.082103685880201
AG_27_C,106.90776876446323,-6.086624308784977
AG_27_D,106.90778472093244,-6.091144930892814
AH_27_B,106.90780068947079,-6.095665552203126
AH_27_D,106.90781667007876,-6.100186172715333
AI_27_B,106.90783266275686,-6.104706792428846
AI_27_D,106.90784866750559,-6.109227411343082
AJ_27_B,106.90786468432545,-6.113748029457458
AJ_27_D,106.90788071321691,-6.1182686467713925
AK_27_B,106.90789675418051,-6.122789263284294
AK_27_D,106.90791280721673,-6.127309878995587
AL_27_B,106.90792887232607,-6.131830493904681
AL_27_D,106.90794494950903,-6.136351108010996
AF_28_C,106.91226893288126,-6.082087712760537
AG_28_A,106.91228491497009,-6.086608323706833
AG_28_B,106.91230090915609,-6.0911289338559955
AH_28_A,106.91231691543973,-6.095649543207444
AH_28_C,106.91233293382153,-6.100170151760595
AI_28_A,106.912348964302,-6.1046907595148605
AI_28_C,106.9123650068816,-6.109211366469658
AJ_28_A,106.91238106156088,-6.113731972624403
AJ_28_C,106.9123971283403,-6.118252577978513
AK_28_A,106.91241320722038,-6.1227731825314
AK_28_C,106.91242929820162,-6.1272937862824834
AL_28_A,106.91244540128451,-6.131814389231178
AL_28_C,106.91246151646958,-6.1363349913768985
AF_28_D,106.9167850336032,-6.082071701929077
AG_28_C,106.9168010533798,-6.086592300888658
AG_28_D,106.91681708528206,-6.091112899050915
AH_28_B,106.9168331293105,-6.095633496415266
AH_28_D,106.91684918546564,-6.100154092981126
AI_28_B,106.91686525374796,-6.1046746887479095
AI_28_D,106.91688133415796,-6.109195283715032
AJ_28_B,106.91689742669615,-6.113715877881911
AJ_28_D,106.91691353136304,-6.118236471247961
AK_28_B,106.9169296481591,-6.122757063812597
AK_28_D,106.91694577708486,-6.127277655575236
AL_28_B,106.91696191814081,-6.131798246535292
AL_28_D,106.91697807132746,-6.136318836692182
AF_29_C,106.92130112219998,-6.0820556533863135
AG_29_A,106.9213171796638,-6.086576240330948
AG_29_C,106.92133324928184,-6.091096826478068
AH_29_A,106.9213493310546,-6.095617411827087
AH_29_C,106.92136542498257,-6.100137996377423
AI_29_A,106.92138153106625,-6.104658580128491
AI_29_C,106.92139764930613,-6.1091791630797045
AJ_29_A,106.92141377970275,-6.113699745230481
AJ_29_C,106.92142992225656,-6.1182203265802375
AK_29_A,106.92144607696812,-6.122740907128384
AK_29_C,106.9214622438379,-6.127261486874342
AL_29_A,106.9214784228664,-6.131782065817524
AL_29_C,106.92149461405415,-6.136302643957346
AH_29_B,106.9258655206435,-6.095601289443405
AH_29_D,106.92588165234378,-6.100121861949984
AI_29_B,106.92589779622831,-6.104642433657102
AI_29_D,106.92591395229759,-6.109163004564172
AJ_29_B,106.92593012055211,-6.113683574670614
AJ_29_D,106.9259463009924,-6.11820414397584
AK_29_B,106.92596249361893,-6.122724712479263
AK_29_D,106.92597869843222,-6.127245280180304
AL_29_B,106.92599491543277,-6.131765847078373
AL_29_D,106.9260111446211,-6.136286413172891
AH_30_A,106.93038169804863,-6.09558512926472
AH_30_C,106.93039786752075,-6.100105689699309
AI_30_A,106.93041404920564,-6.1046262493342445
AI_30_C,106.9304302431038,-6.109146808168937
AJ_30_A,106.93044644921574,-6.113667366202806
AJ_30_C,106.93046266754195,-6.118187923435268
AK_30_A,106.93047889808295,-6.122708479865734
AK_30_C,106.93049514083926,-6.12722903549362
AL_30_A,106.93051139581135,-6.1317495903183445
AL_30_C,106.93052766299976,-6.136270144339319
AH_30_B,106.93489786324152,-6.095568931291531
AH_30_D,106.93491407048495,-6.100089479625899
AI_30_B,106.93493028996969,-6.104610027160416
AI_30_D,106.93494652169622,-6.109130573894499
AJ_30_B,106.93496276566508,-6.113651119827566
AJ_30_D,106.93497902187673,-6.118171664959028
AK_30_B,106.9349952903317,-6.1226922092882985
AK_30_D,106.9350115710305,-6.127212752814798
AL_30_B,106.93502786397364,-6.131733295537936
AL_30_D,106.93504416916161,-6.136253837457135
AH_31_A,106.93941401619361,-6.095552695524341
AH_31_C,106.93943026120786,-6.100073231730254
AI_31_A,106.93944651849195,-6.104593767136124
AI_31_C,106.93946278804636,-6.109114301741362
AJ_31_A,106.9394790698716,-6.11363483554539
AJ_31_C,106.93949536396818,-6.11815536854762
AK_31_A,106.93951167033661,-6.1226759007474625
AK_31_C,106.93952798897742,-6.127196432144338
AL_31_A,106.93954431989107,-6.131716962737658
AL_31_C,106.93956066307811,-6.136237492526841
AH_31_B,106.94393015687639,-6.095536421963652
AH_31_D,106.94394643966096,-6.100056946012877
AI_31_B,106.94396273474388,-6.104577469261865
AI_31_D,106.94397904212565,-6.109097991710029
AJ_31_B,106.94399536180678,-6.113618513356785
AJ_31_D,106.94401169378779,-6.118139034201547
AK_31_B,106.94402803806918,-6.122659554243728
AK_31_D,106.94404439465146,-6.127180073482747
AL_31_B,106.94406076353513,-6.131700591918014
AL_31_D,106.94407714472074,-6.136221109548949
AG_32_C,106.94842997703331,-6.090999597945811
AH_32_A,106.94844628526133,-6.095520110609966
AH_32_C,106.94846260581569,-6.100040622474274
AI_32_A,106.94847893869694,-6.104561133538148
AI_32_C,106.94849528390556,-6.109081643801003
AJ_32_A,106.94851164144208,-6.1136021532622555
AJ_32_C,106.948528011307,-6.118122661921318
AK_32_A,106.94854439350084,-6.122643169777604
AK_32_C,106.9485607880241,-6.127163676830531
AL_32_A,106.94857719487729,-6.131684183079511
AL_32_C,106.94859361406093,-6.13620468852396
AG_32_D,106.95294605535112,-6.090983261012587
AH_32_B,106.9529624013199,-6.095503761463791
AH_32_D,106.95297875964356,-6.1000242611149496
AI_32_B,106.95299513032262,-6.104544759965478
AI_32_D,106.9530115133576,-6.109065258014794
AJ_32_B,106.95302790874898,-6.113585755262309
AJ_32_D,106.95304431649731,-6.118106251707437
AK_32_B,106.95306073660308,-6.122626747349594
AK_32_D,106.9530771690668,-6.127147242188196
AL_32_B,106.953093613889,-6.131667736222654
